회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,쭈피처,영업레버리지,재무레버리지,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)러셀,217500,2022,12.0,37.0,3.0,6.0,480.0,306.0,41.0,25.0,9.0,67.28,221.0,85.75999999999999,71.0,6.37,5.13,9.13,6.76,5.96,10.74,0.63,-7.14,7.991543822442742,7.99,12.04,-11.79,-27.41,-3.23,12483.0,16.0,149.0,30.0,31.0,45.0,0.5345631287560247,9.6,1.0,5.0,1.0,1.0,4.0,1.0,9.0,9.0,27.216494845360824,1513.2141154960966,-12687.370335182371,2003.13413071497,0.1279205641349279,2.1235266345022645,1.0430072616915644,-4.723854373768096,5.093193656851355,0,0,0,1,0.0
(주)에코앤드림,101360,2022,-4.0,-5.0,-2.0,-4.0,222.0,142.0,75.0,39.0,30.0,27.0,70.0,50.0,57.0,0.09,0.09,0.16,2.3,1.74,3.72,3.3,-13.95,16.018993642389912,16.02,-9.55,61.49,-21.85,58.47,7530.0,5.0,19.0,12.0,1.0,39.0,0.4340097788426528,11.88,1.0,1.0,1.0,0.0,1.0,1.0,20.0,4.0,492.8571428571428,3221.6768640690057,1206349.8971159505,4233.124804225138,0.1229016931310928,4.509577268469812,-2.312024171912878,-0.0260976968398484,0.027344439154068,0,0,1,0,0.0
(주)주연테크,44380,2018,-42.0,-67.0,-11.0,-15.0,314.0,242.0,36.0,23.0,17.0,36.0,74.0,53.0,74.0,-10.61,-10.19,-11.43,-1.7,-2.6,-3.39,-0.51,3.290000000000001,10.225189790331507,10.23,-5.8,36.74,-27.25,166.42,2604.0,4.0,21.0,6.0,-194.0,-136.0,0.7301832349343339,11.54,2.0,5.0,1.0,1.0,2.0,1.0,36.0,18.0,-8.911111111111111,887.1922669015066,-7038.920178048345,893.8961621492896,0.129001948123695,-6.276017756446157,0.2914613838199572,0.3719519925734017,-0.5443333863767946,1,0,0,0,1.0
(주)엠투엔,33310,2019,6.0,10.0,2.0,5.0,78.0,65.0,64.0,47.0,23.0,-6.0,20.0,22.0,61.0,7.75,10.87,9.24,0.9,0.42,0.89,0.92,-0.3599999999999994,2.333500837534772,2.33,-21.15,11.94,-12.74,2.54,13944.0,14.0,114.0,30.0,31.0,53.0,0.4687561030536385,4.6,2.0,4.0,1.0,0.0,1.0,2.0,55.80000000000001,27.0,16.025,1165.6496221621942,28905.38286255392,1515.5597335816713,0.06143902966424238,13.670580624214038,0.0748477875605458,-0.923576013428986,7.019702474766829,0,0,1,0,1.0
빛샘전자(주),72950,2022,22.0,52.0,4.0,4.0,386.0,324.0,23.0,20.0,8.0,46.0,51.0,62.0,82.0,3.31,2.72,2.36,3.75,3.02,2.71,-0.39,-3.19,0.1251771979954289,0.13,-1.38,2.65,13.73,0.66,11054.0,13.0,41.0,12.0,20.0,32.0,1.1136352977278512,9.15,2.0,3.0,1.0,1.0,3.0,2.0,26.0,12.0,12.375809935205185,524.2931188633919,6369.004144877148,383.86506828855227,0.1245975040334807,3.5872546624803143,1.00850358665575,-4.124888336848178,-1.753434714079583,0,1,0,0,0.0
(주)클래시스,214150,2022,45.0,67.0,14.0,32.0,408.0,343.0,44.0,16.0,20.0,34.0,72.0,45.0,69.0,35.812100000000015,32.75840000000003,44.06630000000005,25.43,25.15,46.38320000000001,1.3,7.859999999999999,53.16218025664712,53.16,102.06,28.19,40.96,29.16,124500.0,38.0,119.0,83.38000000000002,61.0,82.0,0.4278771549202267,32.89,2.0,2.0,1.0,1.0,1.0,1.0,9.0,9.0,15.793991416309012,5192.207756282658,21767.913284943403,8405.247298929879,0.275812783775523,1.5704555856277045,0.7118367052580644,-0.5951909613899813,2.600516906979778,0,0,1,0,0.0
티제이미디어(주),32540,2022,1.0,1.0,0.0,0.0,181.0,78.0,58.0,38.0,16.0,20.0,39.0,44.0,63.0,5.41,5.68,5.23,3.71,3.33,4.82,0.19,1.34,18.01833473310373,18.02,55.05,-0.66,38.89,-3.61,22386.0,17.0,107.0,26.0,20.0,35.0,0.6374099089936835,15.47,4.0,4.0,1.0,1.0,1.0,2.0,33.0,27.0,25.203252032520325,1012.6360640699996,-31920.49873391151,1005.406456707268,0.1962951837924638,5.782997467941219,0.8880765801638283,0.956716779911144,-0.5581083190968864,1,0,0,0,0.0
(주)수성샐바시온,84180,2019,-20.0,-23.0,-13.0,-27.0,65.0,44.0,191.0,130.0,57.0,-15.0,10.0,29.0,34.0,-33.09,-12.4,-22.7,-1.95,-2.14,-4.78,16.38,57.38,-12.444812360498368,-12.44,-49.25,24.97,-3.54,34.74,2250.0,5.0,8.0,10.0,-229.0,-50.0,0.4801046700408396,3.62,1.0,1.0,1.0,0.0,1.0,1.0,42.0,19.0,-3.574338085539715,1420.844768237468,-5551.601457820474,1018.0359976915308,0.1930046641681719,-3.381334845481919,0.2120220923478565,3.476797413454778,-0.7616707347033376,1,0,0,0,1.0
(주)나노신소재,121600,2022,101.0,174.0,7.0,19.0,1356.0,1042.0,7.0,6.0,4.0,71.0,262.0,76.0,93.0,12.84,12.33,24.0,11.19,10.04,21.05,-1.99,5.1,76.29957150473719,76.3,96.66,32.01,30.86,43.31,39807.0,19.0,128.0,50.0,48.0,55.0,0.3738388157070679,8.41,1.0,2.0,1.0,0.0,2.0,1.0,24.0,13.0,43.17548746518106,4769.063745747448,48845.10200200594,11869.800806000128,0.2148622253203004,2.036599346577808,0.8544807249051098,-0.2571545908383428,0.2740467680283895,0,0,1,0,0.0
국일제지(주),78130,2016,-12.0,-15.0,-5.0,-14.0,92.0,64.0,85.0,81.0,36.0,-3.0,4.0,41.0,54.0,-0.6,-0.53,-0.78,2.5,0.11,0.28,-2.24,-36.53,1.0657035970077806,1.07,4.62,-1.22,-2.44,1.82,9488.0,9.0,50.0,23.0,-3.0,5.0,0.3965707152874427,3.55,2.0,2.0,1.0,0.0,1.0,1.0,46.0,20.0,-188.0,1184.7041686381428,-89421.50219238298,1617.53650630957,0.1479590502126513,54.47709217639962,-0.5670497501849543,0.1081306528964718,-0.2842833679091286,1,0,0,0,1.0
(주)원바이오젠,307280,2022,28.0,37.0,9.0,13.0,157.0,107.0,45.0,43.0,24.0,17.0,28.0,47.0,69.0,11.97,9.22,12.23,13.71,13.38,19.26,4.28,14.65,2.337307786885946,2.34,-20.47,36.79,50.94,49.86,10232.0,26.0,62.0,38.0,32.0,59.0,0.6870267716166534,7.95,2.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,17.216494845360824,2269.432927515499,10528.975261460895,2276.0391094239726,0.2143815233614125,2.420168243443311,1.4045521422367184,-0.988116856239851,-1.3447969174498675,0,1,0,0,0.0
(주)하나기술,299030,2022,-5.0,-7.0,-3.0,-6.23,140.0,104.0,220.0,108.0,49.0,14.0,41.0,47.0,31.0,2.14,0.74,1.32,5.45,5.31,9.83,-0.26,6.85,22.806939960867464,22.81,-14.8,104.4,0.76,108.84,19678.0,8.0,18.0,17.0,8.0,10.0,0.4902525831817464,5.14,1.0,1.0,1.0,1.0,1.0,1.0,21.0,4.0,416.1538461538461,5571.943434883515,49331.9973327522,3554.909294860121,0.1614272279143506,2.656004303596577,-35.109016241183774,-0.1172335042454449,0.2337486227791285,0,0,1,0,0.0
(주)세화피앤씨,252500,2022,117.0,0.0,10.0,11.0,858.0,703.0,10.0,9.0,0.0,65.0,59.0,73.0,91.0,3.6,3.27,3.48,2.31,2.02,2.18,-0.31,-11.09,-0.9110248883367916,-0.91,-0.5,-2.01,-4.39,-7.1,11175.0,27.0,117.0,29.0,12.0,22.0,0.9312839657019706,7.35,2.0,4.0,1.0,1.0,3.0,1.0,8.0,8.0,40.0,1429.6604654005318,26718.06375395217,1400.4310058825797,0.5147758074239809,24.659608251921167,0.5366720245835364,-0.6435977195290101,-3.1938434442773214,0,1,0,0,0.0
(주)마이크로컨텍솔루션,98120,2022,117.0,958.0,17.0,16.0,475.0,379.0,17.0,15.0,2.0,47.0,108.0,59.0,86.0,15.55,13.32,11.54,14.96,14.49,12.93,-0.4,-4.219999999999999,11.133331191337923,11.13,12.85,8.72,-0.53,8.24,21382.0,37.0,101.0,35.0,33.0,47.0,1.0646335578940849,7.95,2.0,3.0,1.0,1.0,3.0,2.0,25.0,16.0,6.143867924528302,883.2693969047574,4144.023707795857,709.3557008765711,0.0816307439059184,1.7127213622785171,0.9656784863058908,-1.2958249475027996,-19.295067802712108,0,1,0,0,0.0
(주)쎄트렉아이,99320,2022,7.0,18.0,4.0,11.0,307.0,287.0,114.0,52.0,21.0,50.0,143.0,75.0,47.0,-1.9,-1.26,-3.08,-2.0,-3.16,-8.46,-1.44,7.859999999999999,12.458983950060414,12.46,5.02,42.57,24.38,71.4,7256.0,3.0,34.0,8.0,-39.0,-1.0,0.3530313610764825,10.59,1.0,3.0,0.0,0.0,2.0,0.0,25.0,16.0,241.9354838709677,2249.5520013807227,11289.457341210751,2983.531938307812,0.0786662244264733,-0.866898690592123,-10.458742091551915,-0.4882362249324655,23.20298037843848,0,0,1,0,0.0
(주)큐에스아이,66310,2022,143.0,1340.0,8.0,30.0,1102.0,761.0,6.0,3.0,1.0,32.0,280.0,35.0,95.0,9.03,13.32,30.87,3.69,2.21,8.13,-5.31,6.6,6.365635144149162,6.37,-12.93,21.09,-22.74,-5.22,17943.0,21.0,109.0,79.0,39.0,57.0,0.2639820724167521,4.57,1.0,1.0,0.0,0.0,0.0,1.0,24.0,18.0,13.24438202247191,1075.8807411688056,16547.44156156315,3851.6958924823375,0.1987310687374867,3.89075474039794,0.2143851217514888,-1.0429465775305224,-6.710261454426767,0,1,0,0,0.0
알리코제약(주),260660,2022,11.0,22.0,5.0,4.0,143.0,96.0,73.0,65.0,20.0,16.0,41.0,53.0,58.0,9.47,7.1,4.79,7.56,7.18,5.88,0.27,3.2600000000000007,26.824870267852425,26.82,19.27,36.79,19.68,57.06,25580.0,17.0,78.0,15.0,31.0,47.0,1.0924926575111902,8.56,3.0,4.0,1.0,1.0,3.0,2.0,32.0,6.0,12.242990654205608,1133.7819057885529,20758.56861761092,598.5078696533258,0.5786424128583773,10.839924419178743,1.1755002879796816,-0.542249569949403,0.2678615847063754,0,0,1,0,0.0
(주)인지소프트,100030,2022,73.0,321.0,13.0,34.0,307.0,307.0,22.0,19.0,4.0,31.0,65.0,47.0,82.0,7.88,13.15,18.29,9.11,7.61,20.63,-2.48,-15.380000000000004,-8.746721938538462,-8.75,2.64,-16.8,11.65,-23.09,16723.0,27.0,687.0,71.0,26.0,35.0,0.3863321003910028,8.84,1.0,8.0,1.0,0.0,1.0,1.0,24.0,14.0,-7.25050916496945,1167.2986983175972,5676.078892396603,2480.877297693429,0.2745391438462017,2.310312966219412,0.941884820101276,-4.124167316473207,-0.7395530516340214,0,1,0,0,0.0
화성밸브(주),39610,2022,-14.0,-22.0,-5.0,-7.0,232.0,76.0,53.0,40.0,22.0,35.0,9.0,61.0,65.0,3.7,2.59,3.48,3.33,3.0,4.33,0.25,0.5700000000000003,17.292898488150822,0.0,0.0,0.0,0.0,0.0,16589.0,13.0,43.0,19.0,18.0,32.0,0.6926484289979136,4.03,3.0,2.0,1.0,1.0,2.0,1.0,37.0,24.0,14.196969696969695,605.9202042317827,-8058.383919159609,570.2708421240793,0.1024601180244318,3.4328999815798045,1.011885865085456,-54.19225580041671,-1.059941560153026,0,0,0,1,0.0
(주)미래엔에듀파트너,208890,2022,-2.0,-3.0,-1.0,-1.0,81.0,63.0,189.0,175.0,40.0,-11.0,32.0,49.0,35.0,-29.73,-13.07,-7.01,-7.26,-7.59,-4.4,1.16,41.8,-0.1363103155927547,-0.14,13.31,-10.44,62.53,30.88,2508.0,32.0,450.0,19.0,-38.0,40.0,1.72377703744499,12.72,5.0,27.0,2.0,2.0,3.0,4.0,15.0,10.0,-4.135338345864661,1279402.7316352895,2204772.264631043,256809.5732068761,0.2817203310398779,-5.619015172163169,0.9205657414204867,-1.964267011944324,-7.233837784098754,0,1,0,0,1.0
휴림로봇(주),90710,2014,4.0,5.0,3.0,3.0,75.0,59.0,553.0,513.0,57.0,-20.0,3.0,59.0,15.0,-121.93,-41.85,-45.95,-19.25,-19.63,-23.7,3.18,-96.61,-30.31503456602793,-30.32,-26.1,-35.61,-25.74,-7.93,-3076.0,-10.0,-35.0,-10.0,0.0,0.0,1.0086210952687686,3.06,2.0,3.0,1.0,1.0,2.0,1.0,26.0,18.0,-1.6224110462028678,5586.7237118034745,-120105.01173856726,848.0221479599314,0.2635660157469288,-0.184168595886056,0.5358294315120877,0.2595130104321559,-0.507615001244244,1,0,0,0,1.0
(주)토탈소프트뱅크,45340,2022,32.0,341.0,11.0,23.0,374.0,374.0,53.0,26.0,3.0,46.0,178.0,63.0,66.0,15.08,10.14,19.04,10.25,9.32,18.62,-1.64,-5.24,7.37077174425766,7.37,12.3,-0.05,-1.52,-1.45,10307.0,36.0,115.0,74.0,26.0,29.0,0.4832564604734279,7.43,1.0,2.0,1.0,1.0,1.0,1.0,35.0,22.0,12.55663430420712,1764.5984362470886,10794.032094218455,2392.7143734814586,0.2509211589936204,2.347597405261149,0.886222825537093,-0.8820608118473083,-4.457733294304834,0,1,0,0,0.0
(주)유티아이,179900,2022,7.0,7.0,4.0,12.0,305.0,268.0,144.0,43.0,54.46000000000001,36.0,92.0,54.0,41.0,-22.27,-12.78,-33.07,-4.17,-4.44,-12.73,1.22,-24.43,23.040445017253507,23.04,47.26,3.18,-19.37,-5.34,4893.0,4.0,13.0,13.0,-134.35,-83.25,0.3161425901219484,7.89,1.0,1.0,0.0,0.0,1.0,1.0,14.0,7.0,-13.96859772604223,9791.155525174465,147013.83786377907,12709.524864650935,1.6365314270824969,-2.4651267229764966,0.3051130137204716,-0.1230077587381215,0.1305757084495384,0,0,1,0,0.0
바디텍메드(주),206640,2022,175.0,410.0,19.0,31.0,728.0,536.0,12.0,9.0,5.0,52.0,163.0,60.0,89.0,15.35,14.19,21.41,12.89,12.72,20.89,-0.11,-17.4,1.7758091392863589,1.78,-10.51,28.11,-25.13,28.22,65132.0,33.0,115.0,55.0,39.0,53.0,0.6034923463696277,5.05,1.0,2.0,1.0,1.0,2.0,1.0,10.0,10.0,9.651600753295668,1376.97310900384,10435.797736887607,2038.818398964139,0.3498970297334728,2.871527266750476,0.914923613048531,-0.9433322438123132,-2.270154870280776,0,1,0,0,0.0
(주)블루탑,191600,2022,4.0,7.0,3.0,3.0,83.0,39.0,220.0,187.0,42.0,-10.0,5.0,48.0,31.0,4.74,1.52,1.47,2.38,2.35,2.36,2.02,18.05,7.77009271096326,7.77,22.98,-3.39,32.6,-4.24,10765.0,25.0,53.0,26.0,6.0,36.0,0.962065721005355,5.59,5.0,2.0,1.0,1.0,2.0,2.0,22.0,8.0,87.55868544600939,3645946.54733112,23786629.112109516,1185519.2272488414,0.0937148140722285,4.979156385320969,1.8336592176132425,-0.5863691941543518,1.3929407661480224,0,0,1,0,0.0
한국주강(주),25890,2019,-8.0,-11.0,-3.0,-4.0,111.0,64.0,51.0,36.0,25.0,3.0,1.0,26.0,66.0,-35.06,-28.24,-37.4,-8.9,-9.01,-13.52,0.87,-15.12,-19.620652711642126,-19.62,-5.29,-23.77,-7.32,-29.36,-5962.0,-12.0,-21.0,-16.0,0.0,0.0,0.747746076979287,7.13,4.0,1.0,1.0,1.0,1.0,3.0,37.0,27.0,-1.544782251437962,660.0405665256842,69219.77262516359,586.1754921963038,0.0752005671024241,0.4437188604478997,0.3454601190210729,-0.6658010647337299,1.164028422548555,0,0,1,0,1.0
삼정펄프(주),9770,2022,10.0,235.0,1.0,1.0,711.0,569.0,9.0,9.0,0.0,50.0,73.0,58.0,92.0,-0.45,-0.56,-0.55,2.6,1.98,2.67,-0.82,-4.02,-2.8191466395534897,-2.82,-2.4,-3.39,26.3,-0.77,20253.0,9.0,62.0,12.0,-5.0,1.0,0.7498548452864517,10.08,2.0,5.0,1.0,1.0,2.0,1.0,50.0,18.0,-58.87030026109661,299.2834788720783,28769.32666809876,365.4004659021754,0.0642687722812325,3.4032812957142107,-3.105104032463892,-0.5589041234097077,-0.8979592167541983,0,1,0,0,0.0
(주)우리넷,115440,2022,-13.0,-27.0,-6.0,-11.0,160.0,97.0,88.0,85.0,23.0,27.0,26.0,73.0,53.0,-16.13,-9.81,-15.66,-6.22,-6.61,-11.16,1.47,-19.31,14.37544363048788,14.38,4.95,50.74,3.07,2.63,5568.0,5.0,34.0,9.0,-175.0,-144.0,0.5555121281794855,5.38,1.0,4.0,1.0,1.0,2.0,1.0,24.0,14.0,-10.424469413233458,1371.972806530471,-7790.157931572983,1313.8781310961265,0.2714552857538183,-1.804341481106224,0.6783605245941715,0.5748530147199857,-1.2188761042390523,1,0,0,0,0.0
(주)에스에스알,275630,2022,95.0,665.0,11.0,28.0,829.0,827.0,13.0,12.0,2.0,74.0,272.0,84.0,88.0,7.1,6.81,15.17,9.55,7.99,19.08,-3.61,0.3799999999999999,11.726081923997494,11.73,11.49,13.02,17.27,28.69,7144.0,23.0,296.0,57.0,27.0,29.0,0.3967580071199209,5.02,1.0,5.0,0.0,0.0,3.0,1.0,14.0,6.0,18.92063492063492,1288.359073121223,9052.880662559784,2867.224672294016,0.4073136614880477,3.135286024580392,1.1340353021632683,-0.7048189416776147,-18.58856620061931,0,1,0,0,0.0
(주)힘스,238490,2022,-35.0,-74.14,-8.0,-20.0,194.0,123.0,28.0,26.0,9.0,19.0,25.0,39.0,78.0,-12.73,-12.21,-27.41,-15.98,-16.21,-42.09,-0.18,-12.15,-5.6695749966065865,-5.67,-8.6,-3.72,-37.65,-8.23,4169.0,5.0,14.0,13.0,-207.0,-239.0,0.3966151446395689,7.75,1.0,1.0,0.0,0.0,1.0,1.0,25.0,7.0,-7.739463601532567,1106.8485483906516,-7485.975038141239,2173.486057024905,0.5571368892457952,-0.3129553458875513,1.1736841425902966,1.7230486789737662,-2.8655083318808776,1,0,0,0,0.0
에이치엘비파나진(주),46210,2014,-8.0,-9.0,-5.0,-24.0,151.0,141.0,174.0,79.0,57.0,15.0,48.0,44.0,36.0,-24.65,-10.68,-43.8,-3.32,-3.81,-18.81,21.113999999999972,28.78,-2.700589900529782,-2.7,-5.75,-0.21,18.86,-1.79,2598.0,11.0,63.0,52.0,-84.0,-11.0,0.2053301260972651,3.88,0.0,1.0,0.0,0.0,0.0,0.0,48.0,24.0,-55.97560975609756,13834.40896366228,-48254.9697922578,24552.613087998627,0.7648476419193496,-3.065160142839416,0.3817329698772181,1.4959978127751998,-1.0523026625309313,1,0,0,0,1.0
(주)솔고바이오메디칼,43100,2014,5.0,7.0,2.0,4.0,113.0,56.0,92.0,86.0,34.0,6.0,13.0,51.0,52.0,-7.09,-5.06,-8.27,-0.72,-1.47,-2.94,3.47,8.27,-12.38961604386146,-12.39,-13.85,-10.82,-14.0,-20.07,8508.0,15.0,63.0,28.0,-29.0,9.0,0.5348352591530037,3.45,2.0,2.0,1.0,1.0,1.0,1.0,29.0,24.0,-246.0,1051.4425227883175,13907.734515281736,1025.2121901884277,0.3545015047596613,-12.643945077396378,0.3558085914826966,-12.68921010399831,-0.7111743588167814,0,1,0,0,1.0
(주)파인디앤씨,49120,2020,10.5,19.0,6.25,11.0,65.0,62.0,152.0,116.0,39.0,-16.0,22.0,30.0,40.0,-28.65,-18.64,-19.58,-7.79,-8.08,-13.2,1.33,-20.22,-16.587114006670475,-16.59,-22.71,-13.71,-24.94,-12.68,8366.0,10.0,31.0,14.0,-136.0,-33.0,0.6733531024028939,5.96,2.0,2.0,1.0,1.0,1.0,2.0,25.0,23.0,-3.972286374133949,1323.8016082609656,-52269.76027373572,779.1510268568048,0.1486987040839724,-0.2869428270283405,0.8264378475369719,-0.212435809268544,-0.2187738107818877,0,0,0,1,1.0
(주)알체라,347860,2022,-42.0,-90.0,-18.0,-94.0,720.0,720.0,71.0,20.0,20.0,73.0,414.2499999999993,84.0,58.0,-54.46,-22.51,-127.54,-23.82,-25.15,-151.96,21.113999999999972,8.32,-21.20351352404149,-21.2,-26.65,31.98,10.88,-8.71,2785.0,5.0,101.0,25.0,-508.0,-331.0,0.1877967649339826,3.05,0.0,4.0,0.0,0.0,1.0,0.0,8.0,4.0,-12.24907063197026,4114.409731167915,-10180.612629416277,12801.81364781915,2.2620623389321337,-0.6580659373553641,1.1914761752974077,1.5123335797533024,-2.597632507767507,1,0,0,0,1.0
(주)리튬포어스,73570,2014,24.0,32.0,22.0,6.0,25.35,11.8,839.0,801.0,67.0,-63.65,0.0,21.0,11.0,-145.103,-96.95949999999999,-21.83,-5.69,-6.39,-2.26,4.93,-109.8315,-81.1668881438733,-29.26,-54.96,-16.39,429.3999999999992,86.14949999999988,34468.0,86.39999999999995,648.0,29.0,-75.0,29.0,3.037494802139172,60.241499999999895,11.849999999999987,30.0,4.599999999999994,2.6499999999999986,4.0,7.8999999999999915,26.0,20.0,-0.8745874587458746,5031.325223707002,1270.6507197974997,157.33209872602347,0.1186395085759003,-4.238669312960253,0.1153929656548899,-2.3424182557875497,-0.8482577861672206,0,1,0,0,1.0
(주)아우딘퓨쳐스,227610,2021,-9.0,-13.0,-6.0,-7.0,122.0,77.0,189.0,142.0,47.0,11.0,15.0,60.0,35.0,-39.72,-16.67,-19.06,-14.42,-14.83,-17.58,2.12,5.759999999999998,-5.715643729099403,-5.72,-3.97,-8.23,8.65,-8.26,8809.0,17.0,50.0,20.0,-95.0,-40.0,0.8689169766207873,9.12,2.0,2.0,1.0,1.0,2.0,1.0,24.0,7.0,-3.226872246696036,1859.624199463908,7296.976247556316,739.9459510816024,0.5401412623372501,-1.9436522148604856,0.9228048499780936,-0.8358618651967769,2.5386255132489786,0,0,1,0,1.0
(주)하이드로리튬,101670,2022,-12.0,-14.0,-7.0,-70.84,1382.8999999999999,1201.0,155.0,17.0,54.0,86.0,204.57999999999998,93.0,39.0,-8.45,-4.11,-30.27,-4.02,-4.35,-33.2,6.92,-9.08,214.0245854591854,213.77459999999962,264.59819999999934,8.7,-36.05,-6.96,2757.0,2.0,52.0,24.0,-126.0,-75.0,0.14003814041071344,2.18,0.42,2.0,0.0,0.0,1.0,0.0,29.0,16.0,-115.07537688442213,9266.98336555756,-56689.75170329606,44546.53916953796,0.6283399302248164,-0.5750281136341812,0.8666307249189776,0.1100652808602498,-0.0834676732546442,1,0,0,0,0.0
(주)모비스,250060,2019,-5.0,-22.0,-1.0,-4.0,488.0,487.0,27.0,13.0,5.0,40.0,109.0,50.0,79.0,-2.35,-2.03,-4.61,-4.37,-4.92,-14.21,-0.89,-0.9700000000000002,54.02585895381593,54.03,24.53,102.05,373.7439999999995,10.57,9435.0,22.0,298.0,73.24999999999986,-6.0,7.0,0.2857664526171345,26.99,1.0,4.0,0.0,0.0,1.0,1.0,8.0,8.0,-227.5,2180.525361903253,-125421.96931529198,6024.9908645205305,1.075821666541888,-3.5512456049994525,3.9486231018753633,0.0749145293604211,-0.0964283306431463,1,0,0,0,1.0
제일전기공업(주),199820,2022,9.0,16.0,3.0,3.0,209.0,125.0,41.0,41.0,16.0,31.0,3.0,60.0,71.0,6.26,5.63,5.59,4.98,4.61,5.59,-0.06,-5.52,12.108329911092207,12.11,27.08,-4.73,-10.24,10.18,27544.0,16.0,71.0,21.0,27.0,47.0,0.7798277259070078,4.44,2.0,3.0,1.0,1.0,2.0,1.0,44.0,4.0,14.240601503759398,875.9389664648343,-16735.009596110784,796.1256540358654,0.088552523857259,2.58360669225399,0.8373174097181008,0.3468320550718983,-0.5070764947327754,1,0,0,0,0.0
아이큐어(주),175250,2020,-11.0,-16.0,-5.0,-10.0,128.0,93.0,70.0,30.0,30.0,5.0,17.0,22.0,59.0,-12.03,-7.49,-13.48,-7.16,-7.63,-17.23,2.34,-2.43,-7.902092338193369,-7.9,-36.58,5.93,47.97,13.42,13634.0,7.0,13.0,15.0,-89.0,-19.0,0.4619255393597312,7.15,2.0,1.0,1.0,0.0,1.0,2.0,24.0,6.0,-29.633113828786453,4145.237396422624,-38346.07284723201,5276.18802942321,0.5458220553273765,-1.165003954638373,1.3510135564418908,-2.055583609755128,-2.887919390736575,0,0,0,1,1.0
국일신동(주),60480,2022,84.0,0.0,7.0,13.0,1508.0,1123.0,9.0,3.0,0.0,36.0,240.0,38.0,92.0,2.11,2.01,3.74,1.36,0.73,1.43,-1.18,0.2699999999999998,-1.5435819442417278,-1.54,-13.81,7.95,-4.46,-0.06,4672.0,9.0,18.259999999999998,17.0,22.0,32.0,0.5149593166398458,4.52,2.0,1.0,1.0,1.0,1.0,1.0,31.0,10.0,27.747252747252748,584.0080534913399,5397.215684513375,1041.6288099115814,0.0479551549359734,4.345117840749572,0.3335323832593819,-1.2098688593630524,-4.343471745500209,0,1,0,0,0.0
(주)피엔풍년,24940,2022,6.0,1407.3199999999997,1.0,1.0,471.0,293.0,18.0,17.0,0.0,53.0,173.0,67.0,85.0,3.9,3.46,3.08,3.16,2.58,2.43,-0.53,-1.1,0.8243033974761633,0.82,1.5,-0.5,-1.32,-17.01,14192.0,26.0,107.0,25.0,13.0,22.0,1.0584485969573052,10.68,2.0,4.0,1.0,1.0,3.0,2.0,50.0,28.519999999999996,43.567567567567565,1742.7233893003402,-178257.45596089837,1398.351544780291,0.2592044710017879,11.913879796702842,0.7078090717432745,-0.6143143232902917,1.6682470225357515,0,0,0,1,0.0
(주)구영테크,53270,2022,13.0,21.0,8.0,7.0,74.0,46.0,181.69999999999976,140.75999999999988,39.0,-13.0,7.0,38.0,35.72,4.98,1.83,1.45,3.38,3.32,2.81,1.54,0.6900000000000004,7.729369198375123,7.73,20.42,1.27,34.81,1.8,58146.0,24.0,45.0,21.0,7.0,46.0,1.1419635290152856,9.61,5.0,2.0,1.0,1.0,2.0,3.0,35.0,22.0,18.73949579831933,705.5272412662382,2661.520552408217,225.008619382093,0.1317536480440364,3.892875246482648,1.3587972244837134,-1.2952577685255855,-3.124708402720887,0,1,0,0,0.0
이엠코리아(주),95190,2022,2.0,3.0,1.0,2.0,98.0,55.0,115.0,77.0,37.0,-1.0,19.0,35.0,46.0,-11.17,-5.63,-9.9,-1.09,-1.29,-2.39,1.68,-7.689999999999999,-4.808947523472354,-4.81,10.14,-11.29,-2.55,-7.68,24366.0,14.0,24.0,26.0,-39.0,-1.0,0.5512626507106755,8.75,3.0,1.0,1.0,1.0,1.0,2.0,21.0,17.0,-21.11888111888112,1598.6203731330324,-21881.31025412797,1346.1383595495272,0.0767289983659864,-2.680766867729276,0.2417984313308885,5.583650903590706,-2.1123423988797283,1,0,0,0,0.0
