회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)씨씨에스충북방송,66790,2014,-19.0,-26.0,-9.0,-21.0,157.0,155.0,84.0,60.0,34.0,19.0,8.0,51.0,54.0,-11.39,-7.18,-15.99,-3.79,-4.73,-11.49,-0.43,-3.7200000000000006,0.4650149330208452,0.47,24.19,-16.17,-9.13,-6.84,3968.0,6.0,17.0,15.0,-109.0,6.0,0.410459546233724,4.7,1.0,1.0,0.0,0.0,1.0,1.0,27.0,21.0,-11.775,979.4568832827237,-46660.83506623141,1295.363801178179,1.0,1,0,0,0
엘브이엠씨홀딩스(주),900140,2015,-22.0,-33.0,-8.0,-11.0,168.0,95.0,56.0,41.0,24.0,18.0,9.0,44.0,64.0,13.51,9.87,7.195378732870569,9.02,9.01,10.144755665566244,1.37,-0.8300000000000001,31.20478936137528,31.2,14.51,48.02,17.0,24.72,36346.893493848926,15.0,117.0,20.0,30.23556205618712,54.24888938893747,0.7406250030456935,4.71,3.0,6.0,1.0,1.0,2.0,2.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
(주)이노벡스,279060,2021,-27.0,-55.0,-33.0,-52.0,57.0,32.0,4.37777652765633,2.626665916593798,59.0,-35.0,1.0,46.0,6.128887138718861,0.0,-55.11,-81.16,-54.53226845934083,-54.87115728572364,-89.85,9.47,0.0,15.833295092258762,15.83,2.3,30.62,-29.52,208.3,421.0,9.0,47.0,14.0,-596.0,-455.0,0.6317300087462979,4.11,2.0,5.0,1.0,1.0,1.0,1.0,11.0,5.0,-8.962765957446809,0.0,-16251842.643979058,1608255.2166505018,1.0,1,0,0,0
(주)캐스텍코리아,71850,2021,2.0,2.0,1.0,2.0,78.0,37.0,164.0,145.0,48.0,-12.0,6.0,43.0,38.0,-15.58,-6.41,-10.85,-6.99,-7.0,-12.47,2.37,0.8600000000000012,0.1365560328993612,0.14,1.73,-1.02,2.61,-0.13,27626.0,11.0,21.0,20.0,-55.0,-4.0,0.5611793443125859,3.47,2.0,1.0,1.0,1.0,1.0,1.0,26.0,10.0,-3.869047619047619,565.220327965927,-34183.768222661645,381.25531763156334,1.0,1,0,0,0
(주)버킷스튜디오,66410,2020,-13.0,-16.0,-4.0,-13.0,135.0,122.0,48.0,47.0,26.0,11.0,77.0,43.0,68.0,-11.35,-16.99,-22.06,0.87,0.56,1.54,2.39,-0.8699999999999992,34.463803725789695,34.46,97.8,8.13,32.25,-6.65,-1131.0,-2.0,-29.0,-5.0,0.0,0.0,0.3202911146455349,8.04,1.0,6.0,1.0,0.0,1.0,1.0,25.0,21.0,-11.918238993710691,1345.6900842157531,-9149.949628852906,2847.103291252932,1.0,1,0,0,0
(주)클리노믹스,352770,2022,-11.0,-21.0,-5.0,-21.0,142.0,134.0,83.0,69.0,24.0,16.0,23.0,54.0,55.0,-18.25,-11.74,-44.34,-10.22,-10.8,-46.72,10.62,-50.43,-5.345147947146304,-5.35,-30.0,59.82,-58.35,54.34,7952.0,8.0,32.0,34.0,-129.0,-31.0,0.2377158567903572,1.23,0.0,1.0,0.0,0.0,1.0,0.0,13.0,4.0,-8.213399503722083,1742.438019010746,-7743.164225216596,4015.57154759454,1.0,1,0,0,0
(주)텔레필드,91440,2018,-5.0,-8.0,-3.0,-4.0,244.0,116.0,121.0,63.0,33.0,41.0,43.0,70.0,45.0,-52.2,-27.36,-42.32,-20.68,-20.84,-35.96,3.05,-54.31,-9.837496092910854,-9.84,-11.59,-5.49,-19.25,-1.81,-909.0,-2.0,-26.0,-3.0,0.0,0.0,0.611341832864232,2.65,2.0,9.0,1.0,1.0,2.0,1.0,24.0,16.0,-1.7486876640419948,1085.0427659452675,-5278.870598633142,802.0843877173082,1.0,1,0,0,0
(주)코아스,71950,2017,-2.0,-4.0,-1.0,-1.0,78.0,36.0,234.0,204.0,25.0,-14.0,2.0,48.0,30.0,-3.12,-0.77,-0.49,0.89,0.85,0.58,1.29,24.49,2.7825517306679086,2.78,-4.84,10.82,17.46,9.11,15976.0,20.0,46.0,14.0,-3.0,22.0,1.442607007409597,8.13,6.0,3.0,2.0,1.0,3.0,3.0,32.0,19.0,-37.0,1449.7731673790374,-26732.1950444108,300.7634817216308,1.0,1,0,0,0
이노시스(주),56090,2017,-10.0,-15.0,-3.0,-19.0,853.0,609.0,46.0,10.0,21.0,51.0,212.0,58.0,69.0,-11.55,-9.24,-49.23,-6.84,-7.35,-40.17,-2.07,-8.030000000000001,19.52411388532516,19.52,-2.96,74.75,13.74,17.31,2094.0,3.0,13.0,16.0,-313.0,-222.0,0.16810890606714,2.43,0.0,1.0,0.0,0.0,1.0,0.0,27.0,9.0,-18.16860465116279,1769.9675310950902,-62356.04232881139,7228.510165518777,1.0,1,0,0,0
(주)라이트론,69540,2017,-11.0,-21.0,-5.0,-5.0,156.0,114.0,84.0,77.0,24.0,24.0,14.0,66.0,54.0,-7.42,-5.28,-3.69,0.58,0.18,0.15,2.74,-8.96,23.88439050483532,23.88,20.13,31.72,98.41,-0.69,12040.0,16.0,106.0,15.0,-25.0,3.0,1.0910424101058018,5.96,3.0,7.0,1.0,1.0,4.0,2.0,26.0,20.0,-19.60144927536232,982.1663443665686,-5446.220243265434,489.6172028826398,1.0,1,0,0,0
(주)어스앤에어로스페이스,263540,2019,-6.0,-10.0,-5.0,-9.0,84.0,50.0,573.4089298928726,527.0622504749671,57.0,-10.0,10.0,52.0,7.0,-155.51,-62.24,-125.79,-32.75,-32.8,-70.05,2.97,-150.42999999999998,-40.553169995827005,-40.55,-37.33,-43.65,-15.64,-36.87,-13002.0,-31.0,-66.0,-49.0,0.0,0.0,0.6279212690110705,1.96,2.0,1.0,0.0,0.0,1.0,1.0,22.0,7.0,-1.7796610169491525,19308.543886436124,-116127.8837400625,2215.927194464267,1.0,1,0,0,0
(주)대창솔루션,96350,2014,-6.0,-8.0,-4.0,-7.0,74.0,47.0,136.0,91.0,44.0,-10.0,21.0,29.0,42.0,-17.16,-8.23,-15.56,-4.19,-4.33,-8.43,3.15,-16.330000000000002,-8.387764723813927,-8.39,-14.7,-5.59,-13.21,-2.14,7544.0,5.0,8.0,9.0,-171.0,-93.0,0.5378165592516706,5.98,3.0,1.0,1.0,1.0,1.0,2.0,47.0,17.0,-2.0045045045045047,458.619068599944,-11439.13796394514,361.8113886813289,1.0,1,0,0,0
(주)와이제이엠게임즈,193250,2018,-7.0,-12.0,-2.0,-5.0,214.0,191.0,51.0,48.0,19.0,36.0,66.0,68.0,66.0,-18.56,-17.18,-36.13,-4.21,-5.26,-13.71,2.54,-6.529999999999999,-11.105016819197646,-11.11,-24.72,44.34,15.7,120.85,-780.0,-1.0,-10.0,-2.0,0.0,0.0,0.4077015106920194,7.69,1.0,7.0,0.0,0.0,2.0,1.0,20.0,10.0,-5.76056338028169,1411.9783268277954,-31113.280708778755,2300.0746280354074,1.0,1,0,0,0
(주)모비스,250060,2019,-5.0,-22.0,-1.0,-4.0,488.0,487.0,27.0,13.0,5.0,40.0,109.0,50.0,79.0,-2.35,-2.03,-4.61,-4.37,-4.92,-14.21,-0.89,-0.9700000000000002,54.02585895381593,54.03,24.53,102.05,200.36109543946208,10.57,9435.0,22.0,298.0,54.12000225021862,-6.0,7.0,0.2857664526171345,25.913066974196543,1.0,4.0,0.0,0.0,1.0,1.0,8.0,8.0,-227.5,2180.525361903253,-125421.96931529198,6024.9908645205305,1.0,1,0,0,0
(주)비씨월드제약,200780,2021,-3.0,-3.0,-2.0,-5.0,65.0,37.0,129.0,71.0,48.0,-11.0,5.0,20.0,44.0,-1.78,-1.46,-3.62,-0.89,-0.99,-2.9,3.04,0.08,4.620924451782735,4.62,-13.54,10.46,8.85,10.25,22818.0,12.0,21.0,37.0,-10.0,25.0,0.3353813018309064,4.3,3.0,0.0,0.0,0.0,0.0,2.0,44.0,10.0,43.30601092896175,1742.4253058624324,-232953.44114030333,2270.388953931981,1.0,1,0,0,0
성문전자(주),14910,2014,-3.0,-5.0,-2.0,-1.0,144.0,108.0,90.0,86.0,33.0,20.0,40.0,65.0,53.0,-6.88,-4.49,-3.66,-3.55,-4.08,-3.83,0.32,7.069999999999999,3.601786511573577,3.6,0.65,9.57,-1.57,4.34,8847.0,17.0,103.0,16.0,-22.0,0.0,1.0461897486847158,4.35,2.0,5.0,1.0,1.0,3.0,2.0,44.0,34.0,-12.941176470588236,690.6929087465126,-37316.994400281474,348.03928939764586,1.0,1,0,0,0
감성코퍼레이션(주),36620,2014,-5.0,-6.0,-2.0,-11.0,56.0,44.0,68.0,40.0,35.0,-10.0,3.0,13.0,59.0,-36.16,-94.48164539203653,-95.24,0.89,0.63,2.61,8.0,-14.059999999999995,40.36407928579116,40.36,32.6,41.61,37.6,638.0916245948895,-9101.0,-16.0,-135.0,-79.0,0.0,0.0,0.2061106029957766,2.76,2.0,3.0,1.0,0.0,0.0,2.0,30.0,24.0,-1.7023809523809523,612.5664604831447,-13212.149888952825,1764.5878346840682,1.0,1,0,0,0
(주)코미팜,41960,2014,1.0,1.0,1.0,2.0,111.0,85.0,134.0,72.0,52.0,3.0,17.0,34.0,43.0,-4.39,-2.21,-6.24,0.42,0.15,0.52,5.38,-4.199999999999999,14.339471284298057,14.34,39.62,4.59,30.19,11.14,6766.0,5.0,13.0,20.0,-32.0,2.0,0.2769675786448207,2.68,1.0,1.0,0.0,0.0,0.0,1.0,52.0,23.0,-195.5555555555556,8558.472523079914,-179456.3449926554,13204.726148153495,1.0,1,0,0,0
(주)엘앤케이바이오메드,156100,2018,-15.0,-22.0,-8.0,-24.0,123.0,77.0,118.0,103.0,38.0,11.0,9.0,58.0,46.0,-9.82,-5.21,-12.92,-8.81,-9.09,-26.32,5.17,22.520000000000003,2.502798074657209,2.5,8.0,-4.34,-0.61,-2.94,12583.0,14.0,186.0,40.0,-32.0,14.0,0.341074006585754,1.34,1.0,5.0,0.0,0.0,1.0,1.0,16.0,8.0,-40.055865921787706,2108.4417799562184,-8538.899192323193,2830.6008932223726,1.0,1,0,0,0
파나케이아(주),58530,2016,-20.0,-27.0,-9.0,-14.0,153.0,88.0,85.0,78.0,34.0,22.0,7.0,64.0,54.0,-3.01,0.1,0.12,5.52,5.4,6.56,1.79,-4.68,86.88427186208129,86.88,128.33,41.36,155.45,28.37,11364.0,12.0,107.0,19.0,1.0,54.0,0.6314955157136308,4.42,3.0,5.0,1.0,1.0,2.0,1.0,30.0,22.0,-53.8,2732.278079684872,-11385.201819844886,2333.5807395688034,1.0,1,0,0,0
(주)디와이디,219550,2021,-48.0,-70.0,-28.0,-17.0,336.0,277.0,148.0,42.0,41.0,40.0,11.0,56.0,40.0,-249.04485857831756,-94.48164539203653,-293.86,-54.53226845934083,-54.87115728572364,-67.02,7.6,-171.1775757825206,-42.19320744553243,-42.19018107309791,-64.75155598059685,-44.8,-53.77,22.31,-27851.613563605704,-39.124444694468735,-3113.786762675994,-167.3244671966548,0.0,0.0,1.661801635277962,6.07,2.0,24.0,2.0,1.0,3.0,1.0,9.0,9.0,-4.819391634980988,11858.380858398725,-8310.919801019543,2880.944155728785,1.0,1,0,0,0
(주)노블엠앤비,106520,2017,-26.0,-39.0,-13.0,-25.0,70.0,47.0,95.0,71.0,33.0,-11.0,11.0,26.0,51.0,-41.36,-28.62,-43.25,-13.32,-13.36,-26.84,5.38,27.52,-4.763732761857122,-4.76,4.46,-7.56,-5.26,-7.39,-2819.0,-2.0,-8.0,-5.0,0.0,0.0,0.5104032555369411,4.9,3.0,2.0,1.0,1.0,1.0,2.0,24.0,12.0,-1.3300270513976555,836.6270932033699,-2770.6753908058645,839.8115281491073,1.0,1,0,0,0
(주)네이처셀,7390,2016,-3.0,-7.0,-1.0,-2.0,154.0,105.0,55.0,34.0,16.0,12.0,30.0,34.0,65.0,-9.81,-9.67,-12.03,-6.35,-7.36,-13.55,-0.16,-3.9300000000000006,14.56801546965191,14.57,-9.71,32.6,-12.33,15.79,4927.0,9.0,46.0,18.0,-65.0,-31.0,0.5086288607654927,8.03,2.0,3.0,1.0,1.0,1.0,1.0,53.0,32.0,-72.734375,6952.658196820486,-110293.53107832032,8829.311114472514,1.0,1,0,0,0
(주)비엘,142760,2018,-10.0,-12.0,-6.0,-10.0,88.0,74.0,124.0,115.0,46.0,-6.0,49.0,45.0,45.0,-58.74,-18.41,-18.93,-5.49,-6.48,-7.19,3.07,-39.84,166.52761988801743,166.52534049652928,124.0,379.21780915582633,200.36109543946208,638.0916245948895,5946.0,4.0,20.0,7.0,-274.0,-152.0,0.5614617727154283,17.65,2.0,5.0,1.0,1.0,2.0,2.0,25.0,8.0,-21.55322862129145,2881.2452536190167,-22475.470176846105,2290.195294886051,1.0,1,0,0,0
(주)일월지엠엘,178780,2018,1.0,2.0,1.0,1.0,47.0,39.0,430.0,315.0,56.0,-32.0,7.0,28.0,19.0,-165.28,-47.79,-54.69,-16.37,-16.79,-22.1,5.42,-74.57000000000001,-32.3234676573479,-32.32,-50.51,-21.07,64.36,-34.16,-8854.0,-16.0,-36.0,-17.0,0.0,0.0,0.9413460406211418,4.24,3.0,2.0,1.0,1.0,1.0,2.0,18.0,9.0,-2.401107594936709,5002.378405163603,-35799.22888220335,1003.503861362771,1.0,1,0,0,0
(주)알체라,347860,2022,-42.0,-90.0,-18.0,-94.0,720.0,720.0,71.0,20.0,20.0,73.0,434.3688916391561,84.0,58.0,-54.46,-22.51,-127.54,-23.82,-25.15,-151.96,21.95560029252842,8.32,-21.20351352404149,-21.2,-26.65,31.98,10.88,-8.71,2785.0,5.0,101.0,25.0,-508.0,-331.0,0.1877967649339826,3.05,0.0,4.0,0.0,0.0,1.0,0.0,8.0,4.0,-12.24907063197026,4114.409731167915,-10180.612629416277,12801.81364781915,1.0,1,0,0,0
웰바이오텍(주),10600,2018,-19.0,-27.0,-6.0,-9.0,209.0,160.0,45.0,45.0,22.0,34.0,54.0,64.0,69.0,-31.09,-22.09,-22.06,-8.26,-8.53,-11.43,3.84,-1.5199999999999996,27.75797407698382,27.76,56.01,-3.8,4.45,-63.41128943394184,1162.0,1.0,22.0,2.0,-1086.0489793976817,-786.0,0.6651123043688104,5.54,2.0,7.0,1.0,1.0,2.0,1.0,49.0,27.0,-7.070422535211268,2428.418484695927,-20004.10987790397,2509.542490410693,1.0,1,0,0,0
씨앤티85(주),56730,2014,-6.0,-6.0,-4.0,-21.0,39.0,24.0,279.0,200.0,64.0,-32.0,1.0,21.0,26.0,-76.14,-20.3,-111.92,-6.51,-6.53,-36.28,17.68,19.21,-14.346821542976878,-14.35,-39.69,-3.71,-59.88,-7.87,3244.0,10.0,18.0,53.0,-212.0,-46.0,0.1949433528313539,2.37,1.0,0.0,0.0,0.0,0.0,1.0,28.0,22.0,-5.198675496688741,5104.720864009233,-23878.729954864662,6915.274625304154,1.0,1,0,0,0
진원생명과학(주),11000,2014,-54.0,-349.48445144512453,-8.0,-13.0,689.0,545.0,17.0,12.0,2.0,62.0,170.0,72.0,85.0,-22.22,-20.67,-26.36,-17.19,-17.71,-26.1,-0.19,10.93,28.11316994227733,28.11,51.0,-8.09,19.21,18.97,4894.0,12.0,288.0,20.0,-133.0,-80.0,0.6040604904671053,6.46,1.0,16.0,1.0,1.0,2.0,1.0,48.0,37.0,-16.5,3702.063275292031,-30918.90800223637,5221.355202993873,1.0,1,0,0,0
제이엠티(주),94970,2017,-3.0,-7.0,-2.0,-1.0,127.0,110.0,126.0,117.0,25.0,14.0,14.0,65.0,44.0,16.03044536953432,10.067867064205288,5.27,9.28755609310778,9.268844964494969,9.43,0.45,17.31,73.9838712143612,73.98,131.04,18.74,53.47,35.51,28775.0,29.0,117.0,19.0,27.0,50.0,1.4935754239915044,9.0,4.0,7.0,2.0,2.0,5.0,3.0,26.0,17.0,101.3846153846154,2521.642818255649,-29670.08372986761,745.6224533683238,1.0,1,0,0,0
(주)이브이첨단소재,131400,2016,-11.0,-14.0,-6.0,-7.0,70.0,57.0,122.0,114.0,41.0,-15.0,14.0,36.0,45.0,-19.19,-9.09,-9.11,-6.78,-6.82,-7.05,2.33,11.93,25.73482935376065,25.73,50.64,15.04,20.96,9.45,9042.0,13.0,22.0,15.0,-61.0,-11.0,0.8676811880742566,6.33,4.0,2.0,1.0,1.0,1.0,3.0,20.0,14.0,-9.16158536585366,1604.6353265970947,-13977.16733235319,834.8864414084085,1.0,1,0,0,0
우진비앤지(주),18620,2017,2.0,2.0,1.0,3.0,57.0,22.0,163.0,107.0,51.0,-17.0,1.0,23.0,38.0,-18.55,-8.77,-18.27,-5.71,-5.75,-14.89,4.65,-19.35,4.286298754486947,4.29,-26.92,19.95,-5.37,20.24,4002.0,7.0,9.0,17.0,-105.0,-42.0,0.3782049906715918,4.77,3.0,1.0,0.0,0.0,1.0,1.0,39.0,16.0,-13.5989010989011,2576.332826720807,-38546.73040369018,2588.212790229233,1.0,1,0,0,0
(주)액션스퀘어,205500,2018,-82.0,0.0,-35.0,-99.0,339.0,339.0,75.0,35.0,0.8755553055312659,48.0,23.0,68.0,57.0,-87.74,-48.66,-150.11,-44.95,-47.09,-145.25,-4.875555868085917,3.210000000000008,-15.345457584049983,-15.35,-23.66,10.85,-20.54,-5.17,4628.0,22.0,124.0,54.12000225021862,-242.0,-210.0,0.3535387839668914,13.68,0.0,2.0,0.0,0.0,1.0,0.0,10.0,10.0,-4.180522565320665,3856.444302074157,-3495.523858630233,6239.136300011056,1.0,1,0,0,0
애니젠(주),196300,2020,-2.0,-3.0,-1.0,-5.0,67.0,54.0,155.0,130.0,45.0,-17.0,7.0,34.0,39.0,-18.08,-8.27,-28.91,-3.18,-3.38,-12.29,16.01,18.440000000000005,1.6423831802021398,1.64,13.92,-3.72,35.67,-5.5,3730.0,12.0,21.0,44.0,-66.0,25.0,0.2726291537607586,8.26,1.0,0.0,0.0,0.0,0.0,1.0,24.0,8.0,-28.105906313645622,5653.158380132604,-1433872.796569795,8128.566672831515,1.0,1,0,0,0
(주)제이티,89790,2015,-18.0,-24.0,-10.0,-15.0,79.0,73.0,124.0,120.0,42.0,-11.0,3.0,42.0,45.0,-14.03,-8.09,-10.18,-6.41,-7.18,-9.87,0.66,-37.98,3.817422743637759,12.75,-27.17,88.63,-19.5,69.49,9411.0,19.0,56.0,27.0,-38.0,-22.0,0.6856029104923632,2.65,1.0,3.0,1.0,1.0,2.0,1.0,26.0,18.0,-6.522177419354839,1068.0412038989462,-3604.8822935799926,694.3729308989067,1.0,1,0,0,0
(주)노브메타파마,229500,2017,-151.7155710570615,-349.48445144512453,-31.0,-184.8311871184952,2090.0,2011.0,5.0,5.0,1.0,77.12444469446874,434.3688916391561,90.0,86.87111286128115,-63.84,-63.13,-300.9969032277819,-53.64,-54.01,-215.62177082434889,-4.72,2.700000000000003,96.4228493039095,96.42,129.32,-27.33,-73.03,-29.53,-4075.0,-30.0,-3066.0,-167.3244671966548,0.0,0.0,0.0814494158080595,16.87,0.0,5.0,0.0,0.0,1.0,0.0,14.0,9.0,-29.575596816976127,365864.0097287547,-17690514.55083797,1608255.2166505018,1.0,1,0,0,0
(주)시티랩스,139050,2017,-4.0,-10.0,-2.0,-2.0,159.0,142.0,80.0,73.0,18.0,24.0,57.0,65.0,56.0,-31.99,-22.64,-18.95,-5.53,-6.42,-6.5,-0.53,-21.82,20.76421133733833,20.76,40.67,-4.13,31.52,284.98,1281.0,2.0,17.0,3.0,-730.0,-742.0,0.9033176274667004,6.59,2.0,9.0,1.0,1.0,3.0,2.0,18.0,13.0,-7.533333333333333,2692.203972886929,-55355.12527836445,1660.0051601026216,1.0,1,0,0,0
(주)오르비텍,46120,2019,-2.0,-4.0,-1.0,-2.0,115.0,72.0,84.0,74.0,29.0,6.0,24.0,46.0,54.0,1.47,0.96,1.31,3.32,3.24,5.48,1.68,-3.91,0.0972690398483158,0.1,-1.9,1.88,8.28,-4.25,36267.0,29.0,93.0,48.0,3.0,21.0,0.5916933668557344,3.51,2.0,2.0,1.0,1.0,1.0,1.0,33.0,14.0,82.44186046511628,1226.318837806671,-29031.26002689789,1125.3362183143354,1.0,1,0,0,0
비디아이(주),148140,2021,-34.0,-99.0,-32.0,-51.0,68.0,68.0,573.4089298928726,527.0622504749671,32.0,-28.0,1.0,61.0,7.0,-249.04485857831756,-36.82,-56.89,-15.57,-15.99,-31.44,8.54,-27.98000000000001,-30.32871114767504,-30.33,-39.67,-7.91,-60.73,-3.7,-26372.0,-21.0,-186.0,-34.0,0.0,0.0,0.6190775036749404,1.23,1.0,5.0,1.0,1.0,2.0,1.0,32.0,7.0,-0.7896360271437385,4965.148400626486,-1234.605059563774,534.9910453218104,1.0,1,0,0,0
(주)미래아이앤지,7120,2014,-38.0,-50.0,-8.0,-22.0,89.0,83.0,29.0,17.0,17.0,-1.0,36.0,12.875555305531266,77.0,-66.73,-86.98,-99.45,-14.22,-14.58,-31.88,2.96,-10.320000000000007,46.73185246921485,46.73,-64.75155598059685,180.04,-29.82,-31.56,-10508.0,-22.0,-414.0,-56.0,0.0,0.0,0.3846376387358619,8.12,2.0,4.0,1.0,0.0,1.0,2.0,53.0,25.0,-1.5330520393811533,1542.584771181303,-19083.51551914878,3105.215462000379,1.0,1,0,0,0
오성첨단소재(주),52420,2014,-12.0,-23.0,-4.0,-5.0,183.0,107.0,44.0,17.0,16.0,10.0,27.0,22.0,69.0,-242.01,-31.53,-46.14,-12.29,-12.36,-19.45,8.22,-171.1775757825206,-20.05350318025233,-20.05,-14.27,-21.53,-13.41,-21.09,-18459.0,-11.0,-20.0,-16.0,0.0,0.0,0.7147591160999281,8.1,5.0,1.0,1.0,1.0,1.0,3.0,30.0,23.0,-1.4412811387900355,1333.0278042019763,-42673.06940981765,1292.6810594596382,1.0,1,0,0,0
(주)이즈미디어,181340,2021,-19.0,-29.0,-14.0,-20.0,82.0,46.0,299.0,275.0,48.0,-12.0,12.0,57.0,25.0,-111.58,-33.03,-41.77,-29.44,-29.75,-37.7,5.18,-45.45,33.13596948248201,33.14,6.4,97.93,116.42,59.16,7654.0,11.0,33.0,16.0,-259.0,-212.0,0.6909589305577252,5.47,2.0,3.0,1.0,1.0,2.0,1.0,22.0,7.0,-10.780287474332647,6503.05504178302,-7013.511545989139,2358.867147140444,1.0,1,0,0,0
크루셜텍(주),114120,2014,-3.0,-4.0,-2.0,-2.0,90.0,51.0,276.0,191.0,52.0,-5.0,6.0,46.0,27.0,-53.9,-11.02,-8.35,-3.42,-3.67,-3.09,1.86,-28.59,-3.094739275266698,-3.09,-12.45,6.49,-0.71,8.21,22228.0,6.0,16.0,5.0,-156.0,-57.0,1.2054164758061567,9.81,5.0,3.0,1.0,1.0,2.0,2.0,23.0,14.0,-7.147887323943662,2755.090226586029,-225986.48572368085,607.2070059347419,1.0,1,0,0,0
(주)셀바스헬스케어,208370,2018,-21.0,-26.0,-14.0,-28.0,81.0,39.0,183.0,135.0,53.0,-9.0,7.0,39.0,35.0,-94.26,-42.22,-99.83,-27.41,-27.47,-65.81,3.97,-90.18,-24.5679944043116,-24.57,-28.25,-22.03,-32.29,-5.26,-4001.0,-10.0,-22.0,-20.0,0.0,0.0,0.4853842072644751,2.57,2.0,1.0,0.0,0.0,1.0,1.0,10.0,10.0,-2.0654265554842848,3098.6472865648084,-6560.871828342467,2259.7894265671466,1.0,1,0,0,0
(주)이엔플러스,74610,2019,-18.0,-46.0,-11.0,-33.0,116.0,97.0,156.0,83.0,24.0,5.0,55.0,38.0,39.0,-87.65,-53.76,-85.1,-14.45,-14.77,-38.15,8.75,-58.31,28.44199658648045,28.44,16.36,37.05,1.47,8.26,-18029.0,-15.0,-59.0,-45.0,0.0,0.0,0.3442116084966038,9.55,1.0,1.0,1.0,0.0,1.0,1.0,21.0,21.0,-6.267095736122285,6325.361228001516,-14648.365127503876,7183.592436473574,1.0,1,0,0,0
(주)메디콕스,54180,2022,-17.0,-45.0,-7.0,-38.0,98.0,95.0,75.0,70.0,16.0,-1.0,7.0,39.0,57.0,-65.85,-50.93,-195.35,-11.31,-11.58,-56.52,11.03,-29.7,7.762428979525124,7.76,65.15,-12.02,25.03,3.31,-27851.613563605704,-26.0,-62.0,-131.0,0.0,0.0,0.1975576227888753,11.08,1.0,0.0,0.0,0.0,0.0,1.0,25.0,23.0,-1.6925777331995988,1363.418130856284,-9417.167106803874,3952.0476858431807,1.0,1,0,0,0
엔시트론(주),101400,2015,-18.0,-28.0,-11.0,-6.0,94.0,46.0,164.0,160.0,38.0,-4.0,6.0,57.0,38.0,-65.95,-25.11,-13.32,-9.26,-9.41,-6.03,1.91,-35.88,-17.609819206674256,-17.61,-26.27,-2.47,-10.53,5.71,4425.0,14.0,141.0,8.0,-170.0,-28.0,1.7266202318988062,12.24,5.0,19.0,2.0,2.0,4.0,3.0,24.0,15.0,-3.09278350515464,4221.574706296723,-165838.5224892253,927.5620865597284,1.0,1,0,0,0
이원다이애그노믹스(주),245620,2020,-8.0,-14.0,-5.0,-8.0,114.0,110.0,129.0,119.0,34.0,7.0,73.0,60.0,44.0,-19.0,-9.53,-10.19,-3.65,-3.98,-5.52,2.0,4.309999999999999,66.29127349835842,66.29,107.32,28.82,63.15,14.34,8546.0,5.0,74.0,9.0,-110.0,-22.0,0.5772823679052315,4.51,1.0,9.0,1.0,1.0,2.0,1.0,11.0,6.0,-33.92857142857143,5823.029425557513,-74161.45159518193,4405.475667602311,1.0,1,0,0,0
(주)에스앤에스텍,101490,2022,52.0,184.0,8.0,15.0,309.0,247.0,19.0,16.0,5.0,28.0,153.0,42.0,84.0,9.57,9.51,14.14,8.0,7.55,12.97,-0.73,2.9800000000000004,14.84588682158515,14.85,-5.07,34.94,24.95,32.3,39518.0,17.0,45.0,32.0,44.0,65.0,0.5446815160938092,5.11,2.0,1.0,1.0,1.0,1.0,1.0,23.0,15.0,31.33174791914388,2968.86006194952,22680.14720241581,4576.639577716819,0.0,0,0,1,0
(주)흥국에프엔비,189980,2022,11.0,12.0,6.0,13.0,147.0,96.0,127.0,43.0,50.0,9.0,59.0,28.0,44.0,14.38,7.92,12.23,6.46,6.12,10.78,1.01,5.700000000000001,59.57457543452824,59.57,13.08,89.53,35.96,146.57,37997.0,18.0,36.0,39.0,31.0,59.0,0.4619042103426869,12.96,3.0,1.0,1.0,1.0,1.0,2.0,16.0,9.0,9.914593390271072,1153.2631293932457,14226.44728164511,1101.9668000825118,0.0,0,0,1,0
(주)휴비츠,65510,2022,23.0,36.0,9.0,14.0,127.0,62.0,62.0,51.0,25.0,9.0,15.0,40.0,62.0,17.88,11.42,15.2,11.53,11.49,17.35,0.83,7.079999999999998,15.525447981465597,15.53,31.13,7.12,15.16,8.99,46144.0,26.0,60.0,42.0,36.0,51.0,0.6174663450194484,6.56,4.0,1.0,1.0,1.0,1.0,2.0,25.0,21.0,6.061502069781195,1113.5952685165407,13799.50021716643,1113.8147259949103,0.0,0,0,1,0
