회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
(주)율호,72770,2022,1.0,2.0,1.0,1.0,165.0,132.0,113.0,95.0,29.0,29.0,15.0,73.0,47.0,-0.28,-0.11,-0.08,4.08,3.17,3.0,0.68,-5.46,38.85428658354577,38.85,54.92,8.22,23.87,-6.66,7719.0,6.0,769.0,7.0,-1.0,28.0,0.9092529721414188,10.35,2.0,104.48339733336303,1.0,1.0,4.0,2.0,26.0,17.0,-150.55555555555554,1294.282367981437,-12739.391999865144,667.8754741578372,0.0,1,0,0,0
(주)이지,37370,2022,-5.0,-6.0,-3.0,-8.0,183.0,164.0,205.0,41.0,55.0,11.0,60.0,24.0,33.0,-3.74,-12.64,-16.06,-5.6,-5.71,-12.2,5.12,-12.43,5.8635445459687325,5.86,2.34,7.06,-26.65,3.71,15559.0,10.0,21.0,22.0,-72.0,-34.0,0.4553460505846356,7.5,2.0,1.0,1.0,0.0,1.0,2.0,37.0,24.0,353.4254085160394,1261.2219038072565,-6079.840621449843,909.3265722813252,0.0,1,0,0,0
(주)인텔리안테크놀로지스,189300,2022,-9.0,-16.0,-5.0,-7.0,159.0,79.0,107.0,75.0,31.0,21.0,18.0,58.0,48.0,9.41,5.63,6.69,5.15,4.86,6.41,0.26,4.390000000000001,41.64919542516296,41.65,38.01,46.97,73.53,57.38,92509.0,25.0,94.0,39.0,17.0,33.0,0.6465446344398538,4.57,2.0,3.0,1.0,1.0,2.0,1.0,20.0,8.0,45.66823371390195,3494.540917624585,-23943.060641757667,2607.8490771211787,0.0,1,0,0,0
(주)케스피온,79190,2022,-6.0,-9.0,-4.0,-4.0,80.0,60.0,235.0,172.0,48.0,-10.0,32.0,41.0,30.0,-54.75,-20.87,-19.54,-6.72,-6.83,-6.81,2.63,-43.19,-12.702934349992823,-12.7,-15.67,-10.53,42.68,-11.83,5214.0,10.0,21.0,9.0,-208.0,-124.0,1.0758380750162022,12.99,3.0,2.0,1.0,1.0,2.0,2.0,26.0,19.0,-2.817745803357314,2603.243581063993,-65040.30431711324,722.3538355758384,0.0,1,0,0,0
(주)티플랙스,81150,2022,4.0,7.0,1.0,1.0,193.0,112.0,50.0,36.0,16.0,22.0,15.0,46.0,67.0,10.3,8.84,6.07,9.57,9.52,8.26,0.42,1.83,13.722632161775556,13.72,30.78,2.19,35.98,1.7,30376.0,13.0,39.0,12.0,52.0,74.24169866668151,1.0832713512750256,5.12,4.0,3.0,1.0,1.0,2.0,3.0,33.0,15.0,5.813953488372093,572.7545738309891,-55026.796435969714,353.0938407509953,0.0,1,0,0,0
(주)폴라리스세원,234100,2022,7.0,17.0,1.0,2.0,339.0,282.0,26.0,22.0,8.0,41.0,133.0,58.0,79.0,1.7,1.84,2.21,4.25,3.63,4.89,0.48,-8.91,22.15104327775108,22.15,11.2,41.16,75.03715382671871,95.94,31643.0,12.0,48.0,18.0,12.0,34.0,0.6751579584132699,7.04,1.0,4.0,1.0,1.0,2.0,1.0,32.0,7.0,28.828125,457.8082320007578,-1248.1162105781907,501.0904667711577,0.0,1,0,0,0
(주)푸드나무,290720,2022,-9.0,-14.0,-5.0,-2.0,110.0,62.0,121.0,99.0,34.0,4.0,32.0,49.0,45.0,-6.45,-4.65,-1.54,-1.73,-2.37,-0.96,0.14,-6.92,50.40284387441258,50.4,6.75,129.38228370683697,13.6,110.66,12857.0,12.0,47.0,6.0,-26.0,1.0,1.5049603494499078,22.9,4.362548000022272,9.0,2.1208493333407574,2.0,6.0,3.1208493333407574,11.0,6.0,23.84259259259259,1464.3382369682804,-55725.25683706466,349.42687790210596,0.0,1,0,0,0
(주)하이드로리튬,101670,2022,-12.0,-14.0,-7.0,-48.800768000356456,1357.6467133337417,1201.0,155.0,17.0,54.0,86.0,204.12084933334074,93.0,39.0,-8.45,-4.11,-30.27,-4.02,-4.35,-33.2,6.92,-9.08,113.11280020385091,112.59156758830271,98.71165564268225,8.7,-36.05,-6.96,2757.0,2.0,52.0,24.0,-126.0,-75.0,0.2037830292460122,2.18,0.8791506666592406,2.0,0.0,0.0,1.0,0.0,29.0,16.0,-115.07537688442213,9266.98336555756,-56689.75170329606,44546.53916953796,0.0,1,0,0,0
(주)힘스,238490,2022,-35.0,-58.98802800024506,-8.0,-20.0,194.0,123.0,28.0,26.0,9.0,19.0,25.0,39.0,78.0,-12.73,-12.21,-27.41,-15.98,-16.21,-42.09,-0.18,-12.15,-5.6695749966065865,-5.67,-8.6,-3.72,-37.65,-8.23,4169.0,5.0,14.0,13.0,-207.0,-239.0,0.3966151446395689,7.75,1.0,1.0,0.0,0.0,1.0,1.0,25.0,7.0,-7.739463601532567,1106.8485483906516,-7485.975038141239,2173.486057024905,0.0,1,0,0,0
나무기술(주),242040,2022,0.0,1.0,0.0,0.0,129.0,108.0,133.0,99.0,25.0,12.0,18.0,55.0,43.0,0.87,0.72,0.59,2.46,2.32,2.05,0.2,2.88,18.98060493529062,18.98,-10.13,96.51,12.44,93.58,19431.0,19.0,63.0,18.0,3.0,17.0,1.0390452490287452,3.71,2.0,5.0,1.0,1.0,3.0,2.0,8.0,8.0,-17.00854700854701,1554.9694065209649,-19598.02003605477,641.5170052181298,0.0,1,0,0,0
대아티아이(주),45390,2022,3.0,7.0,1.0,3.0,146.0,124.0,82.0,37.0,23.0,9.0,30.0,30.0,55.0,7.83,8.17,7.93,5.33,4.78,8.91,0.2,2.97,3.2397424359582185,3.24,-46.23,68.42,-9.21,51.34,38539.0,19.0,300.0,37.0,22.0,34.0,0.5287463173187146,6.42,1.0,9.0,1.0,1.0,1.0,1.0,29.0,23.0,25.201612903225808,2003.5164141897155,-24229.47464737163,2086.5378180088915,0.0,1,0,0,0
데브시스터즈(주),194480,2022,24.0,143.0,5.604246666703787,13.0,578.0,569.0,66.0,11.87915066665924,7.0,32.0,107.0,39.0,60.0,-3.88,-3.63,-3.12,-6.13,-6.94,-9.29,-0.51,-48.99,9.757197606662228,9.76,-28.13,65.11,-39.98828552001648,36.84,87567.0,29.0,636.0,41.0,-8.0,4.0,0.7137519261950844,11.58,2.0,18.0,1.0,1.0,1.0,2.0,17.0,10.0,-158.24407348706248,3655.491881719734,-48427.74229667552,3089.751781650291,0.0,1,0,0,0
삼륭물산(주),14970,2022,3.0,4.0,1.0,2.0,108.0,64.0,89.0,74.0,33.0,3.0,15.0,42.0,53.0,-4.23,-3.05,-2.9,-0.91,-1.03,-1.3,1.05,-2.2900000000000005,-2.1814992629329617,-2.18,5.38,-7.1,2.95,-6.34,15167.0,13.0,42.0,17.0,-17.0,21.0,0.8026976461000098,8.21,3.0,2.0,1.0,1.0,1.0,2.0,44.0,32.0,132.63888888888889,1211.489734040119,-30825.78038802256,799.9739810288581,0.0,1,0,0,0
삼영이엔씨(주),65570,2022,-13.0,-18.0,-7.0,-17.0,279.0,162.0,116.0,63.0,39.0,52.0,30.0,81.0,46.0,-74.41,-50.51,-84.69546644039055,-22.4,-22.98,-63.15,2.52,-75.24,-15.665187764874696,-15.67,3.92,-52.81,-20.47,-39.33,-11776.937652081293,-27.0,-214.0,-30.954822666971136,0.0,0.0,0.3977048204818724,2.41,1.0,2.0,0.0,0.0,1.0,1.0,29.0,21.0,-1.0994380649890056,1310.900315074044,-6731.542220629408,1522.6006922336371,0.0,1,0,0,0
에스퓨얼셀(주),288620,2022,-10.0,-18.0,-5.0,-18.0,238.0,179.0,117.0,76.0,30.0,48.0,10.0,83.0,46.0,1.2,0.59,1.61,1.58,0.88,2.55,1.25,-6.05,28.829152116898456,28.83,34.53,6.12,-1.12,17.93,5503.0,4.0,34.0,12.0,14.0,43.0,0.3055101867656819,1.88,1.0,2.0,0.0,0.0,2.0,0.0,10.0,6.0,140.97222222222223,1982.05611096761,-20963.629701859823,2983.318855559736,0.0,1,0,0,0
이엠코리아(주),95190,2022,2.0,3.0,1.0,2.0,98.0,55.0,115.0,77.0,37.0,-1.0,19.0,35.0,46.0,-11.17,-5.63,-9.9,-1.09,-1.29,-2.39,1.68,-7.689999999999999,-4.808947523472354,-4.81,10.14,-11.29,-2.55,-7.68,24366.0,14.0,24.0,26.0,-39.0,-1.0,0.5512626507106755,8.75,3.0,1.0,1.0,1.0,1.0,2.0,21.0,17.0,-21.11888111888112,1598.6203731330324,-21881.31025412797,1346.1383595495272,0.0,1,0,0,0
인바이오(주),352940,2022,-13.0,-24.0,-6.0,-16.0,174.0,115.0,88.0,84.0,26.0,33.0,29.0,78.0,53.0,-7.15,-4.13,-10.06,-5.08,-5.37,-13.95,5.4,-19.23,-3.581634872727024,-3.58,-3.76,-2.94,2.31,-7.36,7913.0,9.0,77.0,23.0,-44.0,3.0,0.3919409782163633,1.7668262933300658,1.0,3.0,0.0,0.0,2.0,0.0,27.0,4.0,-13.454258675078863,997.0398784817228,-5453.761960399488,1353.7127424564346,0.0,1,0,0,0
자이글(주),234920,2022,-14.0,-17.0,-4.0,-18.0,65.0,34.75830133331848,46.0,46.0,27.0,-11.0,18.0,21.0,68.0,-8.56,-6.81,-24.91,-4.41,-4.44,-17.7,2.13,0.9299999999999996,4.502777190826366,4.5,-27.92,18.26,-25.94,-1.32,555.0,1.0,1.0,4.0,-509.47797600138125,-323.18454933389773,0.2456093976603483,24.886473906751228,2.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,-19.568345323741006,1764.8015546947347,-88791.81758196953,4909.497197761197,0.0,1,0,0,0
제일전기공업(주),199820,2022,9.0,16.0,3.0,3.0,209.0,125.0,41.0,41.0,16.0,31.0,3.0,60.0,71.0,6.26,5.63,5.59,4.98,4.61,5.59,-0.06,-5.52,12.108329911092207,12.11,27.08,-4.73,-10.24,10.18,27544.0,16.0,71.0,21.0,27.0,47.0,0.7798277259070078,4.44,2.0,3.0,1.0,1.0,2.0,1.0,44.0,4.0,14.240601503759398,875.9389664648343,-16735.009596110784,796.1256540358654,0.0,1,0,0,0
키네마스터(주),139670,2022,-45.75559066732759,0.0,-15.954822666971136,-43.0,1351.0,1219.1274000011135,71.0,12.0,1.7583013333184812,86.12084933334076,204.0,93.12084933334076,58.0,-76.52486333346329,-64.21462841341227,-78.34,-28.848520427062923,-29.472026187065595,-65.61049242681786,-0.85,-76.44245086674056,-26.919573444182884,-26.922701600093568,-33.18,-55.02395978680271,-25.81,18.87,-5105.0,-27.483397333363037,-1544.720804003854,-26.0,0.0,0.0,1.1999715412495988,12.63,1.0,40.0,1.0,1.0,9.0,1.0,22.0,13.0,-8.352826510721247,12584.359532109844,-7915.457639348658,6124.923692425649,0.0,1,0,0,0
티제이미디어(주),32540,2022,1.0,1.0,0.0,0.0,181.0,78.0,58.0,38.0,16.0,20.0,39.0,44.0,63.0,5.41,5.68,5.23,3.71,3.33,4.82,0.19,1.34,18.01833473310373,18.02,55.05,-0.66,38.89,-3.61,22386.0,17.0,107.0,26.0,20.0,35.0,0.6374099089936835,15.47,4.0,4.0,1.0,1.0,1.0,2.0,33.0,27.0,25.203252032520325,1012.6360640699996,-31920.49873391151,1005.406456707268,0.0,1,0,0,0
한국맥널티(주),222980,2022,-3.0,-4.0,-2.0,-2.0,156.0,101.0,115.0,78.0,44.0,20.0,17.0,57.0,47.0,-8.69,-3.53,-4.3,-0.28,-0.77,-0.95,2.17,-13.93,4.502943326815513,4.5,-0.05,11.15,31.46,12.15,11976.0,13.0,39.0,17.0,-25.0,20.0,0.7869771832231475,12.05,2.0,2.0,1.0,1.0,2.0,1.0,27.0,9.0,-35.17605633802817,1326.5038816583617,-15907.109056230338,784.7693083544613,0.0,1,0,0,0
한신기계공업(주),11700,2022,-3.0,-8.0,-1.0,-1.0,336.0,278.0,25.0,24.0,7.0,45.0,71.0,64.0,80.0,-5.3,-4.8,-8.45,-3.29,-3.78,-7.31,-0.64,-10.16,14.407166487482204,14.41,6.4,31.87,3.08,-3.34,2416.0,2.0,9.0,4.0,-196.0,-231.0,0.4842647530416284,1.94,1.0,2.0,1.0,1.0,2.0,1.0,55.0,35.241698666681515,-55.65217391304348,2234.1408919028027,-79317.5643471701,3705.487743521565,0.0,1,0,0,0
(주)노드메이슨,317860,2022,-12.0,-16.0,-7.0,-11.0,186.0,101.0,121.0,44.0,42.0,17.0,1.0,37.0,45.0,-20.75,-15.13,-19.86,-12.39,-12.56,-20.21,2.29,-22.1,86.55262538571552,0.0,0.0,0.0,0.0,0.0,1294.0,5.0,12.0,8.0,-251.0,-175.0,0.6212415605064333,4.05,3.0,2.0,1.0,1.0,1.0,2.0,11.0,5.0,-11.958762886597938,2483117.6077504414,-17883304.176334105,1888564.5574272587,0.0,1,0,0,0
(주)메디안디노스틱,233250,2022,24.120849333340757,73.0,4.0,4.0,449.0,331.0,19.0,18.0,5.0,53.0,128.0,68.0,84.0,1.6,1.44,1.31,1.44,1.14,1.06,-0.22,-10.3,11.138209065030614,11.14,15.49,2.92,74.19,1.84,6094.0,25.0,90.0,25.0,5.0,13.0,1.0205197705713152,9.05,2.0,4.0,1.0,1.0,3.0,2.0,25.0,7.0,147.70408163265307,2468132.348921214,-19845197.90048512,1906392.598964102,0.0,1,0,0,0
(주)셀젠텍,258250,2022,0.0,0.0,0.0,0.0,143.0,96.0,132.0,91.0,48.0,17.0,2.0,56.0,43.0,9.01,4.2,6.84,2.98,2.96,5.14,6.99,-9.87,12.944608388948732,12.94,31.8,-4.7,7.89,-3.37,9900.0,25.0,68.0,47.0,15.0,70.0,0.5433550464111669,1.82,2.0,1.0,1.0,1.0,1.0,1.0,23.0,8.0,13.22429906542056,1138026.3455000897,-10364632.12112982,903213.4684748652,0.0,1,0,0,0
(주)진코스텍,250030,2022,-7.0,-9.0,-6.0,-11.0,47.63745199997772,35.0,370.3266320007573,222.73435733380848,62.0,-22.604246666703798,15.0,22.0,21.516602666636963,-56.75,-14.04,-26.46,-9.34,-9.35,-18.15,4.35,-52.77,-6.9900318485328015,-6.99,-9.38,-6.27,18.23,-0.74,5322.0,16.0,21.0,30.0,-87.0,-20.0,0.534607173954636,7.12,3.0,1.0,1.0,1.0,1.0,2.0,14.0,5.0,-2.110678531701891,1959216.203640694,-3622608.633217993,654296.5084370206,0.0,1,0,0,0
(주)케이씨산업,112190,2022,-1.0,-1.0,-1.0,-1.0,130.0,96.0,282.0,101.0,57.0,8.0,17.0,35.0,26.0,1.21,0.41,0.52,1.32,1.18,1.85,3.82,-3.3,23.908956978205453,23.91,30.98,20.47,10.88,22.64,18043.0,13.0,29.0,22.0,2.0,36.0,0.5785176917522294,5.31,3.0,1.0,1.0,1.0,1.0,2.0,29.0,8.0,53.16666666666666,607206.3972965031,-6326066.537712218,274919.9544008612,0.0,1,0,0,0
(주)다산네트웍스,39560,2017,-3.0,-7.0,-1.0,-2.0,129.0,107.0,111.0,98.0,21.0,13.0,19.0,59.0,47.0,-1.3,-0.89,-0.81,0.3,0.01,0.01,0.97,27.71,-6.923710140837779,-6.92,-5.65,-8.74,37.81,-30.16,57470.0,17.0,136.0,19.0,-4.0,16.0,0.8886111651934003,4.15,2.0,6.0,1.0,1.0,2.0,1.0,31.0,24.0,125.55555555555556,1055.0821331422312,19248.221194102105,561.6504369362372,1.0,0,0,1,0
(주)더코디,224060,2018,1.0,1.0,0.0,1.0,111.0,105.0,66.0,66.0,31.0,4.0,51.0,44.0,60.0,-21.71,-33.55,-33.2,-13.47,-13.82,-29.25,1.13,-12.43,54.075066073605626,54.08,48.08,59.16,-50.23,88.21,-2705.0,-3.0,-35.0,-7.0,0.0,0.0,0.3895389819929379,4.84,1.0,6.0,1.0,0.0,1.0,1.0,25.0,9.0,-6.87962962962963,1864.5723777671144,76421.17894462278,2875.2362101164385,1.0,0,0,1,0
(주)디모아,16670,2020,10.0,20.0,5.0,27.047586777785824,125.0,122.0,125.0,92.0,27.0,10.0,17.0,51.0,45.0,-61.67090580013033,-56.06,-147.15044498691188,6.61,5.92,12.769967617904587,-0.83,-60.32716662455723,21.408470683309364,21.41,-26.38,273.83,18.35,284.88,-28889.0,-23.0,-952.0,-101.90414877793063,0.0,0.0,0.1942919999691049,1.1833514044399391,0.0,13.0,0.0,0.0,1.0,0.0,42.0,31.0,-1.2554838709677418,1522.5802684495254,16714.3402762177,3487.6318059561268,1.0,0,0,1,0
(주)라파스,214260,2021,2.0,4.0,1.0,4.0,169.0,161.0,82.0,67.0,22.0,25.0,21.0,62.0,55.0,10.21,6.61,12.310585795646961,-2.24,-2.6,-10.07,3.82,20.08,63.54353652335418,63.54,129.88,10.84,13.87,12.37,14461.0,15.0,57.0,62.42828100007242,33.0,58.38069422228659,0.207874610830447,6.67,1.0,1.0,0.0,0.0,1.0,0.0,18.0,5.0,78.02101576182136,7133.088964468024,444173.12673069537,18824.73113706605,1.0,0,0,1,0
(주)로보티즈,108490,2022,18.0,28.0,6.0,27.0,551.0,470.0,45.0,19.0,20.0,55.23793388892912,156.0,74.0,69.0,-0.34,-0.24,-0.87,-1.08,-2.13,-8.36,0.82,-1.4300000000000002,53.249672776559805,53.25,81.23,6.68,15.65,6.83,11804.0,10.0,50.0,46.0,-2.0,11.0,0.2105665228284603,22.77,0.0,1.0,0.0,0.0,1.0,0.0,25.0,6.0,-921.7533797623925,3239.138641735396,21964.98361707809,10605.414823203297,1.0,0,0,1,0
(주)바이오로그디바이스,208710,2018,15.0,23.0,6.0,6.0,153.0,149.0,66.0,60.0,26.0,19.0,17.0,55.0,60.0,13.28,9.19,7.17,11.43,11.37,9.8,1.41,4.51,19.759721520492704,19.76,31.6,7.72,16.34,-5.92,31142.0,36.23793388892912,147.0,38.0,19.0,47.0,1.0641345193833742,3.37,2.0,3.0,1.0,1.0,2.0,2.0,10.0,10.0,101.94444444444444,1098.221848647396,87240.6033883572,620.9210209111883,1.0,0,0,1,0
(주)바이오솔루션,86820,2021,-2.0,-3.0,-1.0,-7.0,178.0,176.0,110.0,109.0,30.0,40.0,59.0,82.47586777785824,48.0,-3.68,-2.4,-14.28,-0.05,-2.18,-13.32,-1.1246705811338784,0.1799999999999997,89.57284559781483,89.57,113.96,-19.34,52.4,-24.56,4864.0,5.0,179.0,41.0,-35.0,-8.0,0.1250186962511908,4.83,0.0,3.0,0.0,0.0,1.0,0.0,24.0,6.0,-102.8436018957346,3908.936909422943,2112558.011261991,14908.403908099288,1.0,0,0,1,0
(주)브이티지엠피,18290,2014,2.0,2.0,1.0,2.0,89.0,23.0,310.0,261.47586777785824,57.0,-8.0,0.9524132222141772,59.0,24.0,-16.97,-4.58,-6.74,0.57,0.57,0.83,7.02,-22.17,1.0803016192888977,1.08,3.19,-1.77,2.32,-3.45,10604.0,13.0,35.0,20.0,-34.0,21.0,0.6760206283423857,5.01,4.0,2.0,1.0,1.0,2.0,1.0,38.0,30.0,-9.166666666666666,1738.460070447261,44140.061879602734,627.3830404459402,1.0,0,0,1,0
(주)상보,27580,2016,-3.0,-4.0,-2.0,-2.0,99.0,76.0,214.0,178.0,48.0,-1.0,32.0,56.0,32.0,-37.51,-12.03,-13.35,-6.2,-6.27,-7.13,1.89,-28.43,-4.565264962082042,-4.57,4.62,-14.15,-15.09,-6.8,5800.0,3.0,9.0,4.0,-349.0,-218.0,0.9001642685028024,4.79,2.0,2.0,1.0,1.0,2.0,2.0,35.0,17.0,-4.672131147540983,1876.5053322445144,53956.37746414953,663.1104760412666,1.0,0,0,1,0
(주)셀피글로벌,68940,2019,-1.0,-1.0,0.0,-1.0,169.0,132.0,143.0,110.0,48.0,31.0,17.0,77.0,41.0,0.05,0.02,0.03,0.2,-0.5,-0.65,0.92,17.44,30.788240215296327,30.79,41.31,4.98,2.63,7.91,6994.0,19.0,105.0,28.0,0.0,19.0,0.6878533416822118,6.24,1.0,4.0,1.0,1.0,3.0,1.0,26.0,14.0,1844.5822624770624,3703.629937681292,230831.69236075765,2219.7263744439897,1.0,0,0,1,0
(주)쎄노텍,222420,2020,5.0,6.0,3.0,11.0,110.0,35.0,189.0,85.0,57.0,3.0,4.0,32.0,35.0,-22.79,-9.44,-30.64,-2.99,-3.01,-10.7,5.02,-16.759999999999998,-4.872152481653635,-4.87,-0.72,-6.72,-17.01,-8.7,4653.0,6.0,9.0,20.0,-154.0,-7.0,0.2886067344550919,3.87,3.0,0.9524132222141772,0.0,0.0,0.0,1.0,9.0,9.0,-12.094972067039109,3098.438211419722,20974.84413456718,3714.144874697065,1.0,0,0,1,0
(주)씨유메디칼시스템,115480,2018,9.0,11.0,5.0,7.0,111.0,74.0,116.0,75.0,42.0,4.0,15.0,38.0,46.0,3.91,2.42,2.27,5.02,4.4,4.8,1.31,11.44,70.06110371343274,70.06,16.15,138.77,30.78,501.11,12963.0,12.0,31.0,17.0,13.0,48.0,0.7276189611249614,5.47,3.0,3.0,1.0,1.0,2.0,2.0,23.0,13.0,80.0,734.5124744141235,11425.849018448507,466.4992945461124,1.0,0,0,1,0
(주)아우딘퓨쳐스,227610,2021,-9.0,-13.0,-6.0,-7.0,122.0,77.0,189.0,142.0,47.0,11.0,15.0,60.0,35.0,-39.72,-16.67,-19.06,-14.42,-14.83,-17.58,2.12,5.759999999999998,-5.715643729099403,-5.72,-3.97,-8.23,8.65,-8.26,8809.0,17.0,50.0,20.0,-95.0,-40.0,0.8689169766207873,9.12,2.0,2.0,1.0,1.0,2.0,1.0,24.0,7.0,-3.226872246696036,1859.624199463908,7296.976247556316,739.9459510816024,1.0,0,0,1,0
(주)아이컴포넌트,59100,2014,12.0,14.0,6.0,11.0,86.0,50.0,102.0,75.0,43.0,-5.0,26.0,32.0,50.0,-9.45,-4.36,-8.26,-1.47,-1.57,-3.0,4.52,3.0700000000000003,-1.9728696356330144,-1.97,11.25,-7.16,1.6,-6.02,6851.0,13.0,22.0,24.0,-34.0,51.0,0.5278757323124833,5.98,3.0,1.0,1.0,1.0,1.0,2.0,24.0,16.0,-44.45945945945946,4126.936879051419,47646.16601479621,3876.4895758150647,1.0,0,0,1,0
(주)에스디시스템,121890,2018,-16.85656200014481,-29.235900889435946,-6.523454555644051,-13.0,147.0,119.0,107.0,99.0,18.0,23.0,45.0,70.0,48.0,-36.69,-17.84,-12.37,-13.08,-13.21,-10.13,0.51,12.650000000000006,-0.969209935542346,-0.97,-9.43,26.96,-17.7,-9.2,1882.0,5.0,43.0,4.0,-300.0,-154.0,1.2707924886028845,6.39,2.0,10.0,1.0,1.0,5.0,2.0,23.0,14.0,-2.566063977746871,964.9761482799736,20612.41414437616,354.8367281323155,1.0,0,0,1,0
(주)에스아이리소스,65420,2014,17.0,26.0,10.0,9.0,120.0,101.0,128.0,81.0,38.0,7.0,23.0,43.0,44.0,-59.03,-47.33,-43.36,3.33,3.0,3.41,2.66,-59.66,-20.064272590987148,-20.06350876896387,23.19,-44.02755289446094,-2.47,-40.338968445694015,-5706.0,-16.0,-84.0,-15.0,0.0,0.0,1.0597695315790847,12.13,4.0,3.0,1.0,1.0,1.0,3.0,37.0,22.0,-4.343434343434343,3353.117668149253,10628.15716679766,1388.8097048091506,1.0,0,0,1,0
(주)에이프로젠헬스케어앤게임즈,109960,2017,-16.0,-26.0,-3.0,-14.237256222431391,320.0,320.0,24.0,22.0,12.0,39.0,70.0,56.0,81.0,-5.35,-6.66,-35.34,-1.19,-3.31,-23.18,7.43,46.453312932897234,438.28654078356243,438.2898560620119,485.7878118666948,909.1906707630386,-27.11,-39.52,527.0,0.0,225.0,5.0,-754.0,-556.0,0.12284355468196383,4.0,0.0,36.0,0.0,0.0,0.0,0.0,26.0,15.0,-63.52941176470589,1422.9356869047533,191956.00670465973,14516.255932863442,1.0,0,0,1,0
(주)엠투엔,33310,2019,6.0,10.0,2.0,5.0,78.0,65.0,64.0,47.0,23.0,-6.0,20.0,22.0,61.0,7.75,10.87,9.24,0.9,0.42,0.89,0.92,-0.3599999999999994,2.333500837534772,2.33,-21.15,11.94,-12.74,2.54,13944.0,14.0,114.0,30.0,31.0,53.0,0.4687561030536385,4.6,2.0,4.0,1.0,0.0,1.0,2.0,57.09517355557165,27.0,16.025,1165.6496221621942,28905.38286255392,1515.5597335816713,1.0,0,0,1,0
(주)오리엔트정공,65500,2020,4.0,6.0,2.0,3.0,79.0,51.0,181.0,131.0,43.0,-10.0,14.0,37.0,36.0,-44.74,-23.61,-22.13,-6.66,-7.95,-10.65,-0.07,-37.190000000000005,-0.0335206419850116,-0.03,3.24,-1.86,-15.54,-24.91,1666.0,2.0,9.0,2.0,-770.0367441138222,-561.7104133342988,0.7463924284737852,6.64,3.0,3.0,1.0,1.0,1.0,2.0,37.0,22.0,-3.85377358490566,2443.907606216465,62189.050616602486,1164.9707547677872,1.0,0,0,1,0
(주)오스테오닉,226400,2020,0.0,1.0,0.0,1.0,208.0,171.0,161.0,84.0,40.0,35.0,49.0,67.0,38.0,-20.21,-10.11,-42.65,0.63,0.39,1.81,13.67,-21.95,21.050016665608386,21.05,34.57,0.79,13.02,-8.72,2786.0,4.0,22.0,22.0,-193.0,-84.0,0.1991872051669815,1.21,0.0,1.0,0.0,0.0,1.0,0.0,12.0,6.0,-7.08235294117647,1618.588001220848,14282.83108549117,3115.586397803616,1.0,0,0,1,0
(주)오킨스전자,80580,2017,3.0,4.0,2.0,3.0,96.0,69.0,138.0,106.0,48.0,-2.0,7.0,43.0,42.0,-4.2,-1.86,-2.63,0.36,0.13,0.19,2.41,30.140000000000004,-1.0820192021273969,-1.08,8.37,-7.15,56.73,-10.86,15351.0,27.0,58.0,39.0,-7.0,48.0,0.6911216148441678,7.05,2.0,1.0,1.0,1.0,1.0,2.0,26.0,10.0,-41.10576923076923,1110.8196516296905,7962.474678849859,674.0997792294611,1.0,0,0,1,0
(주)우정바이오,215380,2022,3.0,5.0,2.0,5.0,56.715156999782785,23.0,220.0,152.0,43.0,-16.80897522235899,8.0,18.80965288885671,31.0,-6.15,-2.44,-4.01,-2.5,-2.58,-5.37,5.8,0.3199999999999994,-5.1353699640993735,-5.14,-44.82,8.19,50.2,11.23,9591.0,10.0,16.0,20.0,-20.0,18.0,0.4939045057837158,11.42,3.0,1.0,1.0,0.0,1.0,2.0,9.0,9.0,-20.445205479452056,1507.1765340863587,17899.695794424457,954.6639885674224,1.0,0,0,1,0
(주)웨이브일렉트로닉스,95270,2017,0.0,0.0,0.0,0.0,63.0,41.0,99.0,76.0,39.0,-14.0,6.0,24.0,50.0,1.01,1.21,1.85,2.51,2.39,3.82,0.2,11.72,-0.8779362441975382,-0.88,-23.56,9.34,23.73,-11.25,9529.0,11.0,33.0,17.0,11.0,24.0,0.6268950350424131,3.96,3.0,2.0,1.0,1.0,1.0,2.0,25.0,17.0,175.6198347107438,5106.318693760338,101774.84875919156,4092.8290640307,1.0,0,0,1,0
